,first150,fname,match
1431,"OCTOBER 9, 2002 -1- FINAL DECISION AND ORDER 02-204 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HAVEN BOARD OF EDUCATION APPEARING ON",02_204.pdf.txt,WEST HAVEN
841,"OCTOBER 3, 2002 -1- FINAL DECISION AND ORDER 02-210 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEFIELD BOARD OF EDUCATION APPEARING ON",02_210.pdf.txt,RIDGEFIELD
1349,"SEPTEMBER 12, 2002 -1- FINAL DECISION AND ORDER 02-211 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING O",02_211.pdf.txt,TRUMBULL
321,"SEPTEMBER 9, 2002 -1- FINAL DECISION AND ORDER 02-213 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION HARTFORD BOARD OF EDUCATION V. STUDENT APPEARING ON",02_213.pdf.txt,HARTFORD
556,"DECEMBER 9, 2002 -1- FINAL DECISION AND ORDER 02-224 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ENFIELD BOARD OF EDUCATION APPEARING ON B",02_224.pdf.txt,ENFIELD
51,"OCTOBER 15, 2002 -1- FINAL DECISION AND ORDER 02-225 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CANTERBURY BOARD OF EDUCATION V. STUDENT APPEARING O",02_225.pdf.txt,CANTERBURY
941,"JUNE 17, 2003 -1- FINAL DECISION AND ORDER 02-226 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS: ATTORNEY SALLY R. Z",02_226.pdf.txt,
1906,"NOVEMBER 22, 2002 -1- FINAL DECISION AND ORDER 02-233 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WALLINGFORD BOARD OF EDUCATION APPEARING",02_233.pdf.txt,WALLINGFORD
2429,"SEPTEMBER 3, 2002 -2- FINAL DECISION AND ORDER 02-238 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WALLINGFORD BOARD OF EDUCATION APPEARING",02_238.pdf.txt,WALLINGFORD
1077,"JUNE 24, 2003 -1- FINAL DECISION AND ORDER 02-245 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BEH",02_245.pdf.txt,WESTPORT
1681,"NOVEMBER 12, 2002 -1- FINAL DECISION AND ORDER 02-250 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON",02_250.pdf.txt,HARTFORD
2754,"SEPTEMBER 12, 2002 -1- FINAL DECISION AND ORDER 02-252 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MADISON BOARD OF EDUCATION APPEARING ON",02_252.pdf.txt,MADISON
54,"JULY 24, 2003 -1- FINAL DECISION AND ORDER 02-257 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BE",02_257.pdf.txt,GREENWICH
308,"OCTOBER 23, 2002 -1- FINAL DECISION AND ORDER 02-271 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GRANBY BOARD OF EDUCATION APPEARING ON BE",02_271.pdf.txt,GRANBY
680,"APRIL 15, 2003 -1- FINAL DECISION AND ORDER 02-279 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEH",02_279.pdf.txt,NORWALK
2460,"SEPTEMBER 27, 2002 -1- FINAL DECISION AND ORDER 02-281 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ANSONIA BOARD OF EDUCATION APPEARING ON",02_281.pdf.txt,ANSONIA
241,"NOVEMBER 15, 2002 -1- FINAL DECISION AND ORDER 02-285 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON",02_285.pdf.txt,HARTFORD
2239,"OCTOBER 23, 2002 -1- FINAL DECISION AND ORDER 02-288 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. PUTNAM BOARD OF EDUCATION APPEARING ON BE",02_288.pdf.txt,PUTNAM
237,"SEPTEMBER 8, 2003 -1- FINAL DECISION AND ORDER 02-295 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GRANBY BOARD OF EDUCATION APPEARING ON B",02_295.pdf.txt,GRANBY
683,"OCTOBER 9, 2002 -1- FINAL DECISION AND ORDER 02-301 . STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. VOCATIONAL-TECHNICAL SCHOOL SYSTEM APPEA",02_301.pdf.txt,
2170,"MARCH 12, 2003 -1-FINAL DECISION AND ORDER 02-314 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. PUTNAM BOARD OF EDUCATION APPEARING ON BEHAL",02_314.pdf.txt,PUTNAM
2695,"AUGUST 29, 2003 -1- FINAL DECISION AND ORDER 02-315 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON ",02_315.pdf.txt,WATERBURY
309,"APRIL 8, 2003 -1- FINAL DECISION AND ORDER 02-319 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION THE STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING O",02_319.pdf.txt,WATERBURY
1557,"JANUARY 10, 2003 -1- FINAL DECISION AND ORDER 02-321 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON",02_321.pdf.txt,GREENWICH
1685,"JANUARY 23, 2003 -1- FINAL DECISION AND ORDER 02-338 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MADISON BOARD OF EDUCATION APPEARING ON B",02_338.pdf.txt,MADISON
423,"MARCH 18, 2003 -1- FINAL DECISION AND ORDER 02-355 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MANCHESTER/TRUMBULL BOARDS OF EDUCATION APP",02_355.pdf.txt,
2212,"APRIL 23, 2003 -1-FINAL DECISION AND ORDER 02-359 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION GRANBY BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",02_359.pdf.txt,GRANBY
1203,"JANUARY 29, 2003 -1- FINAL DECISION AND ORDER 02-360 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST LYME BOARD OF EDUCATION APPEARING FO",02_360.pdf.txt,EAST LYME
1058,"MARCH 4, 2003 -1- FINAL DECISION AND ORDER 02-361 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENFIELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",02_361.pdf.txt,ENFIELD
322,"JANUARY 26, 2004 -1- FINAL DECISION AND ORDER 03-002 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CANTON BOARD OF EDUCATION APPEARING ON BE",03_002.pdf.txt,CANTON
1206,"MARCH 19, 2003 -1- FINAL DECISION AND ORDER 03-009 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST LYME BOARD OF EDUCATION APPEARING ON B",03_009.pdf.txt,EAST LYME
1057,"AUGUST 6, 2003 -1- FINAL DECISION AND ORDER 03-018 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WALLINGFORD BOARD OF EDUCATION APPEARING ON",03_018.pdf.txt,WALLINGFORD
1754,"OCTOBER 17, 2003 -1- FINAL DECISION AND ORDER 03-023 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON B",03_023.pdf.txt,NORWALK
2621,"MAY 30, 2003 -1-FINAL DECISION AND ORDER 03-028 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. AVON BOARD OF EDUCATION APPEARING ON BEHALF OF",03_028.pdf.txt,AVON
1750,"MARCH 26, 2003 -1- FINAL DECISION AND ORDER 03-033 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STRATFORD BOARD OF EDUCATION APPEARING ON B",03_033.pdf.txt,STRATFORD
50,"MARCH 19, 2003 -1- FINAL DECISION AND ORDER 03-034 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW BRITAIN BOARD OF EDUCATION APPEARING ON",03_034.pdf.txt,NEW BRITAIN
938,"SEPTEMBER 3, 2004 -1- FINAL DECISION AND ORDER 03-037 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW MILFORD BOARD OF EDUCATION APPEARING",03_037.pdf.txt,NEW MILFORD
310,"JUNE 13, 2003 -1- FINAL DECISION AND ORDER 03-060 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEFIELD BOARD OF EDUCATION APPEARING ON B",03_060.pdf.txt,RIDGEFIELD
475,"MARCH 11, 2003 -1- FINAL DECISION AND ORDER 03-061 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REDDING BOARD OF EDUCATION APPEARING ON BEH",03_061.pdf.txt,REDDING
1412,"MAY 27, 2003 -1- FINAL DECISION AND ORDER 03-062 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BEHA",03_062.pdf.txt,WESTPORT
849,"JUNE 2, 2003 -1- FINAL DECISION AND ORDER 03-063 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW FAIRFIELD BOARD OF EDUCATION APPEARING ON",03_063.pdf.txt,NEW FAIRFIELD
2309,"JUNE 2, 2003 -1- FINAL DECISION AND ORDER 03-064 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEHALF",03_064.pdf.txt,WILTON
2496,"APRIL 1, 2003 -1- FINAL DECISION 03-065 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING FOR THE STUDENT",03_065.pdf.txt,NEW HAVEN
2001,"APRIL 21, 2003 -1-FINAL DECISION AND ORDER 03-066 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ORANGE BOARD OF EDUCATION V. [STUDENT] APPEARING ON BEH",03_066.pdf.txt,ORANGE
2003,"MAY 7, 2003 -1- FINAL DECISION AND ORDER 03-076 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REDDING BOARD OF EDUCATION APPEARING ON BEHALF",03_076.pdf.txt,REDDING
430,"JUNE 13, 2003 -1- FINAL DECISION AND ORDER 03-085 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CASE #03-085 STUDENT V. FAIRFIELD BOARD OF EDUCATION AP",03_085.pdf.txt,FAIRFIELD
748,"AUGUST 15, 2003 -1- FINAL DECISION AND ORDER 03-087 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. PUTNAM BOARD OF EDUCATION APPEARING ON BEH",03_087.pdf.txt,PUTNAM
181,"JULY 23, 2003 -1- FINAL DECISION AND ORDER 03-101 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. PLAINFIELD BOARD OF EDUCATION CASE NO. 03-10",03_101.pdf.txt,PLAINFIELD
1175,"JUNE 30, 2003 -1- FINAL DECISION AND ORDER 03-103 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CASE NO. 03-103 JUNE 28, 2003 TORRINGTON BOARD OF EDUCA",03_103.pdf.txt,
1770,"JUNE 19, 2003 -1- FINAL DECISION AND ORDER 03-107 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WINDHAM BOARD OF EDUCATION APPEARING ON BEHA",03_107.pdf.txt,WINDHAM
476,"SEPTEMBER 4, 2003 -1- FINAL DECISION AND ORDER 03-119 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WESTPORT BOARD OF EDUCATION V. STUDENT APPEARING ON",03_119.pdf.txt,WESTPORT
2105,"OCTOBER 9, 2003 -1- FINAL DECISION AND ORDER 03-121 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ON ",03_121.pdf.txt,FAIRFIELD
381,"JUNE 18, 2003 -1- FINAL DECISION AND ORDER 03-126 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION LITCHFIELD BOARD OF EDUCATION V. STUDENT APPEARING ON B",03_126.pdf.txt,LITCHFIELD
1879,"JUNE 4, 2003 -1- FINAL DECISION AND ORDER 03-128 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION PLAINFIELD BOARD OF EDUCATION V. STUDENT FOR THE STUDENT",03_128.pdf.txt,PLAINFIELD
186,"JUNE 6, 2003 -1- FINAL DECISION AND ORDER 03-137 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 10 APPEARING ON ",03_137.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 10
2054,"JULY 8, 2003 -1- FINAL DECISION AND ORDER 03-143 FINAL DECISION 03-143 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. LEDYARD BOARD OF EDUCAT",03_143.pdf.txt,LEDYARD
2058,"JUNE 23, 2003 -1- FINAL DECISION AND ORDER 03-153 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEHA",03_153.pdf.txt,NORWALK
713,"JULY 17, 2003 -1- FINAL DECISION AND ORDER 03-156 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CASE NO. 03-156 DATE OF DECISION: JULY 17, 2003 STUDENT",03_156.pdf.txt,GREENWICH
1822,"JULY 17, 2003 -1- FINAL DECISION AND ORDER 03-165 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CASE #: 03-165 DATE OF DECISION: JULY 17, 2003 STUDENT ",03_165.pdf.txt,TRUMBULL
1204,"OCTOBER 21, 2003 -1- FINAL DECISION AND ORDER 03-171 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON B",03_171.pdf.txt,NEWTOWN
1855,"AUGUST 18, 2003 - 1 -FINAL DECISION AND ORDER 03-181 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW FAIRFIELD BOARD OF EDUCATION APPEARIN",03_181.pdf.txt,NEW FAIRFIELD
1584,"AUGUST 5, 2003 -1- FINAL DECISION AND ORDER 03-189 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BE",03_189.pdf.txt,HARTFORD
1715,"NOVEMBER 5, 2003 -1- FINAL DECISION AND ORDER 03-190 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON",03_190.pdf.txt,WATERBURY
2257,"JULY 8, 2003 -1- FINAL DECISION AND ORDER 03-193 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION CASE NO. 03-193 A",03_193.pdf.txt,TRUMBULL
1645,"AUGUST 19, 2003 -1- FINAL DECISION AND ORDER 03-202 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON ",03_202.pdf.txt,NEW HAVEN
1830,"OCTOBER 23, 2003 -1- FINAL DECISION AND ORDER 03-213 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION ON BEHALF OF ",03_213.pdf.txt,HARTFORD
110,"NOVEMBER 25, 2003 -1- FINAL DECISION AND ORDER 03-215 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON ",03_215.pdf.txt,NEWTOWN
2518,"OCTOBER 30, 2003 -1- FINAL DECISION AND ORDER 03-219 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENT: THE PARENT PROCEE",03_219.pdf.txt,
721,"FEBRUARY 13, 2004 -1- FINAL DECISION AND ORDER 03-220 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON",03_220.pdf.txt,STAMFORD
257,"JANUARY 22, 2004 -1- FINAL DECISION AND ORDER 03-233 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 10 APPEARING",03_233.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 10
1539,"SEPTEMBER 23, 2003 -1- FINAL DECISION AND ORDER 03-234 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ",03_234.pdf.txt,GREENWICH
389,"OCTOBER 21, 2003 -1- FINAL DECISION AND ORDER 03-240 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MADISON BOARD OF EDUCATION APPEARING ON B",03_240.pdf.txt,MADISON
1280,"OCTOBER 14, 2003 -1- FINAL DECISION AND ORDER 03-243 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW BRITAIN BOARD OF EDUCATION APPEARING ",03_243.pdf.txt,NEW BRITAIN
2412,"NOVEMBER 26, 2003 -1- FINAL DECISION AND ORDER 03-245 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS: ATTORNEY CHRIST",03_245.pdf.txt,
68,"SEPTEMBER 24, 2003 -1- FINAL DECISION AND ORDER 03-248 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BERLIN BOARD OF EDUCATION ON BEHALF OF ",03_248.pdf.txt,BERLIN
2570,"APRIL 8, 2004 -1- FINAL DECISION AND ORDER 03-254 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON BEH",03_254.pdf.txt,TRUMBULL
2406,"APRIL 8, 2004 -1- FINAL DECISION AND ORDER 03-255 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON BEH",03_255.pdf.txt,TRUMBULL
74,"SEPTEMBER 22, 2003 -1- FINAL DECISION AND ORDER 03-258 (PARTIAL - STAY PUT ISSUES ONLY) STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GROTON",03_258.pdf.txt,GROTON
2704,"OCTOBER 31, 2003 -1- FINAL DECISION AND ORDER 03-262 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION ON BEHALF OF T",03_262.pdf.txt,NORWALK
2180,"JANUARY 13, 2004 -1- FINAL DECISION AND ORDER 03-263 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GLASTONBURY BOARD OF EDUCATION APPEARING ",03_263.pdf.txt,GLASTONBURY
985,"NOVEMBER 19, 2003 -1- FINAL DECISION AND ORDER 03-264 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARING",03_264.pdf.txt,SOUTHINGTON
2177,"SEPTEMBER 4, 2003 -1- FINAL DECISION AND ORDER 03-273 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 11 BOARD OF",03_273.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 11
1182,"APRIL 30, 2004 -1- FINAL DECISION AND ORDER 03-275 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",03_275.pdf.txt,STAMFORD
958,"OCTOBER 7, 2003 -1- FINAL DECISION AND ORDER 03-280 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON ",03_280.pdf.txt,GREENWICH
19,"MARCH 15, 2004 -1- FINAL DECISION AND ORDER 03-283 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ON B",03_283.pdf.txt,FAIRFIELD
1926,"OCTOBER 17, 2003 -1- FINAL DECISION AND ORDER 03-285 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWINGTON BOARD OF EDUCATION APPEARING ON",03_285.pdf.txt,NEWINGTON
1119,"NOVEMBER 4, 2003 -1- FINAL DECISION AND ORDER 03-291 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEARIN",03_291.pdf.txt,WEST HARTFORD
1994,"NOVEMBER 19, 2003 -1- FINAL DECISION AND ORDER 03-300 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING O",03_300.pdf.txt,GREENWICH
2314,"NOVEMBER 20, 2003 -1- FINAL DECISION AND ORDER 03-302 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 15 APPEARIN",03_302.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 15
1999,"DECEMBER 16, 2003 -1- FINAL DECISION AND ORDER 03-310 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON",03_310.pdf.txt,HARTFORD
2312,"DECEMBER 8, 2003 -1- FINAL DECISION AND ORDER 03-312 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MILFORD BOARD OF EDUCATION APPEARING ON B",03_312.pdf.txt,MILFORD
2516,"DECEMBER 2, 2003 -1- FINAL DECISION AND ORDER 03-313 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRIDGEPORT BOARD OF EDUCATION APPEARING O",03_313.pdf.txt,BRIDGEPORT
459,"OCTOBER 17, 2003 -1- FINAL DECISION AND ORDER 03-317 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SHERMAN BOARD OF EDUCATION APPEARING ON B",03_317.pdf.txt,SHERMAN
76,"OCTOBER 29, 2003 -1- FINAL DECISION AND ORDER 03-320 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON",03_320.pdf.txt,WATERBURY
920,"FEBRUARY 13, 2004 -1- FINAL DECISION AND ORDER 03-323 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING O",03_323.pdf.txt,GREENWICH
2278,"NOVEMBER 7, 2003 -1- FINAL DECISION AND ORDER 03-324 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON ",03_324.pdf.txt,TRUMBULL
1690,"NOVEMBER 21, 2003 -1- FINAL DECISION AND ORDER 03-327 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HAVEN BOARD OF EDUCATION APPEARING ",03_327.pdf.txt,WEST HAVEN
204,"JANUARY 21, 2004 -1- FINAL DECISION AND ORDER 03-329 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MILFORD BOARD OF EDUCATION APPEARING ON B",03_329.pdf.txt,MILFORD
1065,"OCTOBER 17, 2003 -1- FINAL DECISION AND ORDER 03-332 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ON",03_332.pdf.txt,FAIRFIELD
388,"DECEMBER 2, 2003 -1- FINAL DECISION AND ORDER 03-338 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON ",03_338.pdf.txt,WESTPORT
945,"FEBRUARY 20, 2004 -1- FINAL DECISION AND ORDER 03-341 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOLTON BOARD OF EDUCATION APPEARING ON B",03_341.pdf.txt,BOLTON
2224,"JANUARY 27, 2004 -1- FINAL DECISION AND ORDER 03-346 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON ",03_346.pdf.txt,STAMFORD
1896,"DECEMBER 15, 2003 -1- FINAL DECISION AND ORDER 03-354 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGIONAL SCHOOL DISTRICT NO. 12 V. STUDENT APPEARIN",03_354.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 12
2520,"JANUARY 14, 2004 -1- FINAL DECISION AND ORDER 03-361 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FARMINGTON BOARD OF EDUCATION V. STUDENT APPEARING O",03_361.pdf.txt,FARMINGTON
325,"APRIL 29, 2004 -1- FINAL DECISION AND ORDER 03-364 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW MILFORD BOARD OF EDUCATION APPEARING ON",03_364.pdf.txt,NEW MILFORD
534,"MAY 26, 2004 -1- FINAL DECISION AND ORDER 03-365 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WALLINGFORD BOARD OF EDUCATION APPEARING ON B",03_365.pdf.txt,WALLINGFORD
1340,"JANUARY 20, 2004 -1- FINAL DECISION AND ORDER 03-366 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MILFORD BOARD OF EDUCATION APPEARING ON B",03_366.pdf.txt,MILFORD
830,"JANUARY 7, 2004 -1- FINAL DECISION AND ORDER 03-367 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MILFORD BOARD OF EDUCATION APPEARING ON BE",03_367.pdf.txt,MILFORD
2643,"MARCH 22, 2004 -1- FINAL DECISION AND ORDER 03-368 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON B",03_368.pdf.txt,WATERBURY
2146,"JANUARY 5, 2004 -1- FINAL DECISION AND ORDER 03-369 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 14 APPEARING ",03_369.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 14
2367,"FEBRUARY 3, 2004 -1- FINAL DECISION AND ORDER 03-370 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BE",03_370.pdf.txt,DARIEN
1976,"DECEMBER 29, 2003 -1- FINAL DECISION AND ORDER 03-372 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GROTON BOARD OF EDUCATION APPEARING ON B",03_372.pdf.txt,GROTON
1443,"DECEMBER 31, 2003 -1- FINAL DECISION AND ORDER 03-373 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON",03_373.pdf.txt,STAMFORD
323,"FEBRUARY 13, 2004 -1- FINAL DECISION AND ORDER 03-374 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WINDHAM BOARD OF EDUCATION APPEARING ON ",03_374.pdf.txt,WINDHAM
536,"MARCH 17, 2004 -1- FINAL DECISION AND ORDER 03-375 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REDDING BOARD OF EDUCATION APPEARING ON BEH",03_375.pdf.txt,REDDING
