,first150,fname,match
2740,"DECEMBER 14, 2015 FINAL DECISION AND ORDER 16-0157 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND GREENWICH BOARD OF EDUCATION APPEARING ON ",16_0157.pdf.txt,
469,"JULY 21, 2016 FINAL DECISION AND ORDER 16—0165 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. F AIRﬁELD BOARD OF EDUCATION APPEARING ON B",16_0165.pdf.txt,
2320,"SEPTEMBER 6, 2016 FINAL DECISION AND ORDER 16-0170 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GLASTONBURY BOARD OF EDUCATION APPEARING ON",16_0170.pdf.txt,GLASTONBURY
2505,"DECEMBER 24, 2015 FINAL DECISION AND ORDER 16—0171 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON ",16_0171.pdf.txt,STAMFORD
1990,"OCTOBER 26, 2015 FINAL DECISION AND ORDER 16-0172 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND HAMDEN BOARD OF EDUCATION AND STUDENT APPEA",16_0172.pdf.txt,
1496,"NOVEMBER 23, 2015 F INAL DECISION AND ORDER 16—0173 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON B",16_0173.pdf.txt,DARIEN
462,"JANUARY 28, 2016 FINAL DECISION AND ORDER 16—0175 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BEH",16_0175.pdf.txt,DARIEN
1423,"NOVEMBER 3, 2016 FINAL DECISION AND ORDER 16-0176 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BE",16_0176.pdf.txt,GREENWICH
2703,"DECEMBER 23, 2015 FINAL DECISION AND ORDER 16-0178 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION EAST LYME BOARD OF EDUCATION V. STUDENT APPEARING ON B",16_0178.pdf.txt,EAST LYME
27,"APRIL 25, 2016 FINAL DECISION AND ORDER 16—03 14/16-0189 (CONSOLIDATED) STATE OF CONNECTICUT DEPARTMENT OF EDUCATION SOUTHINGTON BOARD OF EDUCATION ",16_0189.pdf.txt,
445,"DECEMBER 23, 2015 FINAL DECISION AND ORDER 16—0191 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION EAST LYME BOARD OF EDUCATION V STUDENT APPEARING ON ",16_0191.pdf.txt,
742,"FEBRUARY 3, 2016 FINAL DECISION AND ORDER 16-0193 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON B",16_0193.pdf.txt,
2456,"JANUARY 20, 2016 FINAL DECISION AND ORDER 16-0194 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON B",16_0194.pdf.txt,
2602,"NOVEMBER 10, 2015 FINAL DECISION AND ORDER 16-0195 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTI V. HARTFORD BOARD OF EDUCATION APPEARING ON B",16_0195.pdf.txt,HARTFORD
2072,"DECEMBER 23, 2015 FINAL DECISION AND ORDER 16-0196 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",16_0196.pdf.txt,STAMFORD
1525,"JANUARY 28, 2016 FINAL DECISION AND ORDER 16-0197 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON ",16_0197.pdf.txt,
581,"JANUAIY 29, 2016 FINAL DECISION AND ORDER 16—0198 ' STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON ",16_0198.pdf.txt,NORWALK
22,"DECEMBER 23, 2015 FINAL DECISION AND ORDER 16-0199 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GLASTONBURY BOARD OF EDUCATION APPEARING ON",16_0199.pdf.txt,GLASTONBURY
311,"DECEMBER 10, 2015 FINAL DECISION AND ORDER 16~0202 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND GREENWICH BOARD OF EDUCATION APPEARING ON ",16_0202.pdf.txt,
2504,"FEBRUARY 19, 2016 FINAL DECISION AND ORDER 16-0207 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEHA",16_0207.pdf.txt,WILTON
854,"NOVEMBER 18, 2015 FINAL DECISION AND ORDER 16—0211 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WILLINGTON BOARD OF EDUCATION V. STUDENT APPEARING O",16_0211.pdf.txt,WILLINGTON
470,"DECEMBER 30, 2015 FINAL DECISION AND ORDER 16-0213 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 5 BOARD OF EDUCATION APPEARING ON BE",16_0213.pdf.txt,REGION 5
2008,"OCTOBER 28, 2015 FINAL DECISION AND ORDER 16-0214 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND NEW BRITAIN BOARD OF EDUCATION APPEARING ON",16_0214.pdf.txt,
2498,"FEBRUARY 2, 2016 FINAL DECISION AND ORDER 16-0217 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 6 BOARD OF EDUCATION APPEARING ON BEH",16_0217.pdf.txt,REGION 6
977,"FEBRUARY 19, 2016 FINAL DECISION AND ORDER 16-0218 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. AVON BOARD OF EDUCATION APPEARING ON BEHALF",16_0218.pdf.txt,AVON
1184,"APRIL 14, 2016 FINAL DECISION AND ORDER 16-0219/0265 (CONSOLIDATED) STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STRATFORD BOARD OF EDUCATI",16_0219_16_0265.pdf.txt,STRATFORD
2292,"JULY 28, 2016 FINAL DECISION AND ORDER 16—0220 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, GREENWICH BOARD OF EDUCATION APPEARING ON BEH",16_0220.pdf.txt,GREENWICH
2760,"JUNE 17, 2016 FINAL DECISION AND ORDER 16-0221/16-0255 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION FAIRﬁEL",16_0221.pdf.txt,
1671,"NOVEMBER 18, 2015 FINAL DECISION AND ORDER 16-0223 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BE",16_0223.pdf.txt,HARTFORD
2294,"FEBRUARY 10, 2016 FINAL DECISION AND ORDER 16-0230 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BE",16_0230.pdf.txt,WESTPORT
2758,"JUNE 2, 2016 FINAL DECISION AND ORDER 16—0231 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND REDDING BOARD OF EDUCATION AND REGIONAL SCHOO",16_0231.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 9
1881,"MARCH 7, 2016 FINAL DECISION AND ORDER 16-0232 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEHALF O",16_0232.pdf.txt,WILTON
1674,"JANUARY 11, 2016 FINAL DECISION AND ORDER 16-0233 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARING ON ",16_0233.pdf.txt,SOUTHINGTON
61,"FEBRUARY 26, 2016 FINAL DECISION AND ORDER 16-0234 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BE",16_0234.pdf.txt,WESTPORT
604,"DECEMBER 15, 2015 FINAL DECISION AND ORDER 16-0235 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT1 V. BRIDGEPORT BOARD OF EDUCATION APPEARING ON",16_0235.pdf.txt,BRIDGEPORT
1074,"DECEMBER 11, 2015 FINAL DECISION AND ORDER 16-0236 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND SUFﬂELD BOARD OF EDUCATION APPEARING ON ",16_0236.pdf.txt,
2422,"FEBRUARY 19, 2016 F INAL DECISION AND ORDER 16-0239 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HATTFORD BOARD OF EDUCATION APPEARING ON B",16_0239.pdf.txt,HATTFORD
1755,"MARCH 30, 2016 FINAL DECISION AND ORDER 16—0241 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. LITCHFIELD BOARD OF EDUCATION APPEARING ON B",16_0241.pdf.txt,LITCHFIELD
2214,"DECEMBER 30, 2015 F INAL DECISION AND ORDER 16—0242 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NAUGATUCK BOARD OF EDUCATION APPEARING O",16_0242.pdf.txt,NAUGATUCK
44,"NOVEMBER 23, 2015 FINAL DECISION AND ORDER 16—0246 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND WESTPORT BOARD OF EDUCATION APPEARING ON",16_0246.pdf.txt,
1901,"J ANUARY 28, 2016 FINAL DECISION AND ORDER 16-0250 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",16_0250.pdf.txt,STAMFORD
2727,"JANUALY 28, 2016 FINAL DECISION AND ORDER 16-0253 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FAIRﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON B",16_0253.pdf.txt,
1134,"FEBRUARY 26, 2016 FINAL DECISION AND ORDER 16-0254 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 10 BOARD OF EDUCATION APPEARING ON B",16_0254.pdf.txt,REGION 10
934,"JUNE 17, 2016 FINAL DECISION AND ORDER 16-0221/16-0255 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION FAIRﬁEL",16_0255.pdf.txt,
48,"APRIL 27, 2016 FINAL DECISION AND ORDER 16-0256 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WETHERSﬁELD BOARD OF EDUCATION APPEARING ON ",16_0256.pdf.txt,
562,"FEBRUARY 18, 2016 FINAL DECISION AND ORDER 16-0257 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEHA",16_0257.pdf.txt,WILTON
2377,"MAY 18, 2016 FINAL DECISION AND ORDER NO. 16—0264 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON BE",16_0264.pdf.txt,NEWTOWN
1963,"APRIL 13, 2016 F INAL DECISION AND ORDER 16-0266 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GUILFORD BOARD OF EDUCATION APPEARING ON BEHA",16_0266.pdf.txt,GUILFORD
101,"APRIL 1, 2016 FINAL DECISION AND ORDER 16-0269 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DANBURY BOARD OF EDUCATION APPEARING ON BEHALF ",16_0269.pdf.txt,DANBURY
1354,"FEBRUARY 5, 2016 FINAL DECISION AND ORDER 16-0272 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEH",16_0272.pdf.txt,
2382,"DECEMBER 23, 2015 FINAL DECISION AND ORDER 16-0274 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BE",16_0274.pdf.txt,
2529,"FEBRUARY 17, 2016 FINAL DECISION AND ORDER 16—0275 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V. NORWALK BOARD OF EDUCATION APPEARING ON ",16_0275.pdf.txt,NORWALK
1961,"FEBRUARY 26, 2016 FINAL DECISION AND ORDER 16-0276 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. COLCHESTER BOARD OF EDUCATION APPEARING ON ",16_0276.pdf.txt,COLCHESTER
648,"J ANUARY 21, 2016 FINAL DECISION AND ORDER 16—0278 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION AND STUDENT APPEARING ON",16_0278.pdf.txt,
2383,"FEBRUARY 3, 2016 F INAL DECISION AND ORDER 16-0280 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON ",16_0280.pdf.txt,
2102,"FEBRUARY 19, 2016 FINAL DECISION AND ORDER/CONSOLIDATED 16-0297/16-0282 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STRATFORD BOARD OF EDU",16_0282.pdf.txt,STRATFORD
754,"JUNE 27, 2016 FINAL DECISION AND ORDER 16—0287 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CHESHIRE BOARD OF EDUCATION APPEARING ON BEHA",16_0287.pdf.txt,CHESHIRE
2768,"MAY 12, 2016 FINAL DECISION AND ORDER 16—0288 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT1 V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEH",16_0288.pdf.txt,NEW HAVEN
764,"FEBRUARY 19, 2016 FINAL DECISION AND ORDER/CONSOLIDATED 16-0297/16-0282 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STRATFORD BOARD OF EDU",16_0297.pdf.txt,STRATFORD
1050,"J ANUARY 26, 2016 F INAL DECISION AND ORDER 16—0302 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND TRUMBULL BOARD OF EDUCATION APPEARING O",16_0302.pdf.txt,
1210,"JANUARY 14, 2016 FINAL DECISION AND ORDER 16-0303 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEH",16_0303.pdf.txt,
525,"APRIL 4, 2016 FINAL DECISION AND ORDER 16-0309 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REDDING BOARD OF EDUCATION APPEARING ON BEHALF ",16_0309.pdf.txt,REDDING
646,"MARCH 24, 2016 FINAL DECISION AND ORDER 16-0310 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ENﬁELD BOARD OF EDUCATION AND STUDENT APPEARING ON BEHA",16_0310.pdf.txt,
103,"MARCH 28, 2016 FINAL DECISION AND ORDER 16—03 11 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 NAUGATUCK BOARD OF EDUCATION APPEARING ON B",16_0311.pdf.txt,NAUGATUCK
2651,"APRIL 25, 2016 FINAL DECISION AND ORDER 16—03 14/16-0189 (CONSOLIDATED) STATE OF CONNECTICUT DEPARTMENT OF EDUCATION SOUTHINGTON BOARD OF EDUCATION ",16_0314.pdf.txt,
2162,"FEBRUARY 3, 2016 FINAL DECISION AND ORDER 16-0315 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND BRIDGEPORT BOARD OF EDUCATION APPEARING ON ",16_0315.pdf.txt,
1819,"MARCH 18, 2016 FINAL DECISION AND ORDER 16-0317 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFﬁELD BOARD OF EDUCATION APPEARING ON BEHA",16_0317.pdf.txt,
316,"J ANUARY 27, 2016 F INAL DECISION AND ORDER 16-0318 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF OF ",16_0318.pdf.txt,
1550,"F EBRUARY 26, 2016 FINAL DECISION AND ORDER 16-0320 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MONTVILLE BOARD OF EDUCATION APPEARING ON ",16_0320.pdf.txt,MONTVILLE
2050,"FEBRUARY 1, 2016 FINAL DECISION AND ORDER 16-0321 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION EAST HARTFORD BOARD OF EDUCATION AND STUDENT APPEARING ",16_0321.pdf.txt,
1272,"MARCH 31, 2016 FINAL DECISION AND ORDER 16—0325 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WINDSOR BOARD OF EDUCATION APPEARING ON BEHA",16_0325.pdf.txt,WINDSOR
1551,"JULY 8, 2016 FINAL DECISION AND ORDER CASE NO. 16—0330 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING",16_0330.pdf.txt,WESTPORT
270,"MARCH 7, 2016 FINAL DECISION AND ORDER 16-0337 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ENﬁELD BOARD OF EDUCATION APPEARING ON BEHALF",16_0337.pdf.txt,
2421,"FEBMARY 17, 2016 FINAL DECISION AND ORDER 16-0341 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MONROE BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",16_0341.pdf.txt,MONROE
376,"MAY 18, 2016 FINAL DECISION AND ORDER 16-0344 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRISTOL BOARD OF EDUCATION APPEARING ON BEHALF O",16_0344.pdf.txt,BRISTOL
803,"MAY 24, 2016 FINAL DECISION AND ORDER 16—0346 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND WESTPORT BOARD OF EDUCATION APPEARING ON BEHA",16_0346.pdf.txt,
1298,"APRIL 13, 2016 FINAL DECISION AND ORDER 16-0347 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 6 BOARD OF EDUCATION APPEARING ON BEHAL",16_0347.pdf.txt,REGION 6
2578,"JUNE 1, 2016 FINAL DECISION AND ORDER 16-0350 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPMT BOARD OF EDUCATION APPEARING ON BEHALF O",16_0350.pdf.txt,WESTPMT
192,"APRIL 28, 2016 FINAL DECISION AND ORDER CASE NO. 16-0355 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CONNECTICUT TECHNICAL HIGH SCHOOL SYSTEM BOARD O",16_0355.pdf.txt,CONNECTICUT TECHNICAL HIGH SCHOOL SYSTEM
806,"JULY 27, 2016 FINAL DECISION AND ORDER 16-0356 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND MONROE BOARD OF EDUCATION APPEARING ON BEHALF ",16_0356.pdf.txt,
975,"MARCH 30, 2016 FINAL DECISION AND ORDER 16-0360 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NMTH HAVEN BOARD OF EDUCATION APPEARING ON BEH",16_0360.pdf.txt,NMTH HAVEN
1172,"MAY 24, 2016 FINAL DECISION AND ORDER 16-0361 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEHALF ",16_0361.pdf.txt,STAMFORD
1778,"JULY 28, 2016 FINAL DECISION AND ORDER 16-0365 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND WESTPORT BOARD OF EDUCATION APPEARING ON BEHAL",16_0365.pdf.txt,
2699,"APRI1 28, 2016 FINAL DECISION AND ORDER 16-0366 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON BE",16_0366.pdf.txt,
2165,"APRIL 22, 2016 FINAL DECISION AND ORDER 16~0367 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION EAST HARTFORD BOARD OF EDUCATION V. STUDENT APPEARING ON ",16_0367.pdf.txt,EAST HARTFORD
1169,"JUNE 7, 2016 FINAL DECISION AND ORDER 16-0371 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEARING ON BE",16_0371.pdf.txt,WEST HARTFORD
185,"JULY 12, 2016 FINAL DECISION AND ORDER 16-0373 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND SUFﬁELD BOARD OF EDUCATION APPEARING ON BEHA",16_0373.pdf.txt,
1411,"MAY 18, 2016 FINAL DECISION AND ORDER 16-0378 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GROTON BOARD OF EDUCATION APPEARING ON BEHALF OF",16_0378.pdf.txt,GROTON
853,"MAY 2, 2016 F INAL DECISION AND ORDER 16-0379 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENTL V. WILTON BOARD OF EDUCATION APPEARING ON BEHALF O",16_0379.pdf.txt,WILTON
1724,"JUNE 8, 2016 FINAL DECISION AND ORDER 16—0380 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WEST HALTFORD BOARD OF EDUCATION V. STUDENT APPEARING ON ",16_0380.pdf.txt,WEST HALTFORD
2243,"APRIL 6, 2016 F INAL DECISION AND ORDER 16-0383 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BRISTOL BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF",16_0383.pdf.txt,BRISTOL
964,"MARCH 30, 2016 FINAL DECISION AND ORDER 16-0384 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ENﬁELD BOARD OF EDUCATION APPEARING ON BEHAL",16_0384.pdf.txt,
1125,"MAY 13, 2016 FINAL DECISION AND ORDER 16-0385 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GRISWOLD BOARD OF EDUCATION APPEARING ON BEHALF ",16_0385.pdf.txt,GRISWOLD
573,"JULY 14, 2016 FINAL DECISION AND ORDER 16-0386 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND WILTON BOARD OF EDUCATION APPEARING ON BEHALF ",16_0386.pdf.txt,
4,"MARCH 18, 2016 FINAL DECISION AND ORDER 16—03 87 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST LYME BOARD OF EDUCATION APPEARING ON B",16_0387.pdf.txt,EAST LYME
2059,"MARCH 8, 2016 FINAL DECISION AND ORDER 16-0388 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEHAL",16_0388.pdf.txt,NEW HAVEN
1518,"APRIL 14, 2016 FINAL DECISION AND ORDER 16—0389 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION VERNON BOARD OF EDUCATION V. STUDENTI APPEARING ON BEHA",16_0389.pdf.txt,VERNON
1726,"JUNE 13, 2016 FINAL DECISION AND ORDER 16-0390 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND STAMFORD BOARD OF EDUCATION APPEARING ON BEHAL",16_0390.pdf.txt,
1909,"APRIL 6, 2016 FINAL DECISION AND ORDER 16—0391 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BRISTOL BOARD OF EDUCATION V. STUDENT APPEARING ON BEHAL",16_0391.pdf.txt,BRISTOL
2719,"JULY 8, 2016 FINAL DECISION AND ORDER 16-0392 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND STAMFORD BOARD OF EDUCATION APPEARING ON BEHALF",16_0392.pdf.txt,
969,"JUNE 16, 2016 FINAL DECISION AND ORDER 16—0394 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BEHA",16_0394.pdf.txt,WESTPORT
1513,"MAY 31, 2016 FINAL DECISION AND ORDER 16—0399/16-0436 (CONSOLIDATED) STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGION 8 BOARD OF EDUCATION V. STU",16_0399.pdf.txt,REGION 8
1128,"MAY 19, 2016 FINAL DECISION AND ORDER 16-0401 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW MILFORD BOARD OF EDUCATION APPEARING ON BEHA",16_0401.pdf.txt,NEW MILFORD
1753,"MARCH 24, 2016 F INAL DECISION AND ORDER 16-0404 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND MERIDEN BOARD OF EDUCATION APPEARING ON BEHA",16_0404.pdf.txt,
2535,"MAY 13, 2016 FINAL DECISION AND ORDER 16-0420 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BRISTOL BOARD OF EDUCATION V. STUDENT APPEARING ON BEHALF O",16_0420.pdf.txt,BRISTOL
1430,"JULY 20, 2016 FINAL DECISION AND ORDER 16-0422 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW BRITAIN BOARD OF EDUCATION APPEARING ON BEH",16_0422.pdf.txt,NEW BRITAIN
1967,"MAY 4, 2016 FINAL DECISION AND ORDER 16-0423 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WETHERSﬁELD OF EDUCATION V. STUDENT APPEARING ON BEHALF OF",16_0423.pdf.txt,
521,"APRIL 25, 2016 F INAL DECISION AND ORDER 16—0424 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGIONAL DISTRICT NO. 9 BOARD OF EDUCATION AND STUDENT",16_0424.pdf.txt,
2538,"MARCH 31, 2016 FINAL DECISION AND ORDER 16—0430 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON BEH",16_0430.pdf.txt,TRUMBULL
2371,"JUNE 16, 2016 FINAL DECISION AND ORDER 16-0431 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEHALF ",16_0431.pdf.txt,NORWALK
1428,"JUNE 8, 2016 FINAL DECISION AND ORDER 16—0432 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTH WINDSOR BOARD OF EDUCATION APPEARING ON ",16_0432.pdf.txt,SOUTH WINDSOR
1970,"JUNE 8, 2016 FINAL DECISION AND ORDER 16-0433 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WETHERSﬁELD BOARD OF EDUCATION AND STUDENT APPEARING ON B",16_0433.pdf.txt,PLAINVILLE
524,"APRIL 6, 2016 FINAL DECISION AND ORDER 16-0434 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DANBURY BOARD OF EDUCATION APPEARING ON BEHALF ",16_0434.pdf.txt,DANBURY
320,"MAY 19, 2016 FINAL DECISION AND ORDER 16-0435 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION TRUMBU11B0ARD OF EDUCATION V. STUDENT APPEARING ON BEHALF O",16_0435.pdf.txt,
842,"MAY 31, 2016 FINAL DECISION AND ORDER 16—0399/16-0436 (CONSOLIDATED) STATE OF CONNECTICUT DEPARTMENT OF EDUCATION REGION 8 BOARD OF EDUCATION V. STU",16_0436.pdf.txt,REGION 8
1346,"JULY 28, 2016 FINAL DECISION AND ORDER 16—0437 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁELD BOARD OF EDUCATION APPEARING ON BE",16_0437.pdf.txt,
2156,"SEPTEMBER 2, 2016 FINAL DECISION AND ORDER CONSOLIDATED CASE 16-0438/16—0588 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD ",16_0438.pdf.txt,TRUMBULL BOARD OF EDUCATION TRUMBULL
